key,en,fr,es,de,ru,nl,ja,zh,pt-BR
courtesyBot_01_speech_caption_07,"Here, let me check your credentials. No disrespect intended, just protocol after all...","Là, laisse moi vérifier tes identifiants. Sans te manquer de respect, c'est juste le protocole après tout...","Déjame comprobar tus credenciales. No quiero faltar el respeto, pero es protocolo...","Hier, lassen Sie mich Ihre Anmeldeinformationen überprüfen. Keine Respektlosigkeit beabsichtigt, nur Protokoll, nachdem alle ...","Здесь, позвольте мне проверить свои учетные данные. Никакого неуважения не предназначено, только протокол в конце концов ...","Hier, laat me controleer je referenties. Geen disrespect bedoeld, net protocol na alle ...",じゃあ、ちょっと身分を確認させてね。悪い意味じゃなくって、ほら、これも手続きってやつで……,来，让我检查一下你的证件。无意冒犯，只是规矩…,"Aqui, deixe-me verificar suas credenciais. Sem desrespeito destina-se, apenas o protocolo depois de tudo ..."
courtesyBot_01_speech_caption_08,"Aw, cripes. You’re not an employee. You’re an alien from an exo-proximal, aren’t you!","Aw, Bon dieu. Tu n'est pas un employée. T'es un alien d'un exo-primal!","Ay, maldición. No eres un empleado. Eres un extraterrestre de un exo-proximal, ¿no es así?","Aw, Cripes. Sie sind nicht Mitarbeiter. Du bist ein Alien aus einem Exo-proximalen, nicht wahr!","Оу, Cripes. Вы не работник. Вы пришелец из экзо-проксимальных, не вы!","Aw, Cripes. Je bent geen werknemer. Je bent een alien van een exo-proximale, bent u niet!",うわぁ！ 君は従業員なんかじゃない。エグゾプロキシマルのエイリアンだ！,天呐，你不是雇员。你是外星人，对吧！,"Aw, Cripes. Você não é um empregado. Você é um alienígena de um exo-proximal, não é!"
courtesyBot_01_speech_caption_09,"Listen, I’m unarmed, please don’t kill me,","Écoute, je suis pas armé, s'il te plaît ne me tue pas,
","Escucha, estoy desarmado, por favor no me mates,","Hören Sie, ich bin unbewaffnet, bitte töte mich nicht,","Слушай, я безоружен, пожалуйста, не убивайте меня,","Luister, ik ben ongewapend, neem me niet doden,",聞いてくれ、僕は武装してない。殺さないでくれ。,听着，我没有武器，请不要杀我，,"Ouça, estou desarmado, por favor, não me mate,"
courtesyBot_01_speech_caption_10,do they have the concept of mercy in your universe?,Est-ce qu'ils ont le concept de pitié dans ton univers?,¿tienen el concepto de misericordia en tu universo?,tun sie das Konzept der Barmherzigkeit in Ihrem Universum haben?,у них есть понятие милосердия в вашей вселенной?,hebben ze het concept van genade in uw universum?,お慈悲って概念、通じる？,你们的宇宙中有仁慈这个概念吗？,eles têm o conceito de misericórdia no seu universo?
courtesyBot_01_speech_caption_11,"Just stay calm, okay?","Reste calme, oké?","Solo mantén la calma, ¿de acuerdo?","Bleiben Sie einfach ruhig, okay?","Просто оставайтесь спокойным, хорошо?","Blijf kalm, oke?",落ち着いて、平和的にいこう？,保持冷静，好吗？,"Fique calmo, ok?"
courtesyBot_01_speech_caption_12,Security! SECURITY!!,Sécurité! SÉCURITÉ!!,¡Seguridad! ¡¡SEGURIDAD!!,Sicherheit! SICHERHEIT!!,Безопасность! БЕЗОПАСНОСТЬ!!,Veiligheid! VEILIGHEID!!,セキュリティ！ セキュリティ！！,警卫！警卫！！,Segurança! SEGURANÇA!!
cover_down_caption_00,Get down!,À couvert!,¡Abajo!,Runter!,Спускаться!,Bukken!,伏せろ！,趴下！,Abaixe-se!
cover_lookout_caption_00,Look out!,Attention!,¡Cuidado!,Achtung!,Быть осторожным!,Pas op!,気をつけろ！,小心！,Tenha cuidado!
cover_shelter_caption_00,Taking shelter.,Je me met à l'abri,Refugiarse.,Unterschlupf.,Укрывшись.,Zijn heil.,隠れる。,躲起来。,Tomando abrigo.
cover_taking_caption_00,Taking cover.,Je prends couverture.,Ponerse a cubierto.,Unter Abdeckung.,Принимая крышку.,Dekking zoeken.,遮蔽に隠れる。,隐蔽起来。,Tendo cobertura.
credits_cast,CAST,ACTEURS,ELENCO,BESETZUNG,БРОСАТЬ,GIPS,CAST,演员表,FUNDIDA
credits_chars,CHARACTERS CREATED BY,PERSONNAGES CRÉE PAR,PERSONAJES CREADOS POR,FIGUREN GESCHAFFEN,"Персонажи, созданные",Personages van een,CHARACTERS CREATED BY,角色创作,Personagens criados por
credits_createdby,CREATED BY,CRÉE PAR,CREADO POR,ERSTELLT VON,СОЗДАНО,GEMAAKT DOOR,CREATED BY,创作者,CRIADO POR
credits_specialthanks,SPECIAL THANKS TO,REMERCIEMENT SPÉCIAL À,AGRADECIMIENTOS ESPECIALES A,BESONDERER DANK AN,ОСОБАЯ БЛАГОДАРНОСТЬ,SPECIALE DANK AAN,SPECIAL THANKS TO,特别感谢,AGRADECIMENTOS ESPECIAIS PARA
credits_vert,VERTIGO ORIGINALLY CREATED BY,VERTIGO INITIALEMENT CRÉE PAR,VERTIGO CREADO ORIGINALMENTE POR,VERTIGO ursprünglich von,VERTIGO первоначально создан,VERTIGO Oorspronkelijk aangemaakt door,VERTIGO ORIGINALLY CREATED BY,致命眩晕原始创作,VERTIGO criado originalmente por
credits_localization,LOCALIZATION BY,LOCALISATION PAR,LOCALIZACIÓN POR,LOKALISIERUNG VON,ЛОКАЛИЗАЦИЯ ПО,vertaling door,LOCALIZATION BY,本地化,LOCALIZAÇÃO POR
credits_zachRoles,"Programming
Art
Sound
Music
Writing","Programation
Art
Sons
Musique
Écriture","Programación
Arte
Sonido
Música
Escritura","Programmierung
Kunst
Klang
Musik
Schreiben","программирование
Искусство
Звук
Музыка
Письмо","Programming
Kunst
Geluid
Muziek
Schrijven","Programming
Art
Sound
Music
Writing","编程
艺术
声音
音乐
故事","Programação
Arte
Som
Música
Escrevendo"
damage_fire_caption_00,Taking fire.,Je me fait tirer dessus.,Recibiendo fuego.,Stehe unter Beschuss.,Принимая огонь.,Vuur nemen.,攻撃を受けている。,承受伤害,Tomando fogo.
damage_sustaining_caption_00,Sustaining damage.,Dommages maintenus.,Tomando daño.,Sustaining Schaden.,Устойчивое повреждение.,Schade lijdt.,被害を受けている。,持续伤害,Lesada.
damage_taking_caption_00,Taking damage.,Je prends des dégâts.,Recibiendo daño.,Schaden zu nehmen.,Получение урона.,Het nemen van schade.,攻撃を確認。,承受伤害,Tomar dano.
die_agh_caption_00,Agggh!,Agggh!,¡Agggh!,Agggh!,Agggh!,Agggh!,あああぁ！,啊啊啊！,Agggh!
die_capitalism_caption_00,I blame capitalism!,Je blâme le capitalisme!,¡Culpo al capitalismo!,Ich beschuldige Kapitalismus!,Я виню капитализм!,Ik beschuldig het kapitalisme!,資本主義なんてくそくらえ！,都是资本主义的错！,Eu culpo o capitalismo!
die_darkness_caption_00,New Caption,nouvelle Légende,Nuevo Subtítulo,New Caption,Новая Подпись,nieuwe Bijschrift,ダークネス！,新字幕,New Caption
die_eternaldark_caption_00,Eternal darkness!,L'obscurité éternelle!,¡Oscuridad eterna!,Ewige Dunkelheit!,Вечная тьма!,Eeuwige duisternis!,エターナルダークネス！,永恒的黑暗！,Escuridão eterna!
die_hate_caption_00,I hate you!,Je te deteste!,¡Te odio!,Ich hasse dich!,Ненавижу тебя!,Ik haat jou!,許せねぇ！,我恨你！,Te odeio!
die_love_caption_00,I love you!,Je t'aime!,¡Te amo!,Ich liebe dich!,Я тебя люблю!,Ik hou van je!,愛してるぜ！,我爱你！,Eu te amo!
die_nooo_caption_00,Noooo...,Nooon ...,Noooo...,Noooo ...,Noooo ...,Noooo ...,いやだ……。,不…,Nããão ...
die_whygod_caption_00,"Why God, why...","Pourquoi Dieu, Pourquoi ...","Por qué, Dios, por qué...","Warum Gott, warum...",Почему Боже почему...,Waarom God waarom...,神よ、どうして……。,天呐，为什么…,Porquê Deus porquê...
enterbattle_armed_caption_00,Anomaly is armed and dangerous.,L'anomalie est armée et dangereuse.,La anomalía está armada y es peligrosa.,Anomaly ist bewaffnet und gefährlich.,Аномалия вооружена и опасна.,Anomaly is gewapend en gevaarlijk.,対象は武装していて非常に危険だ。,异形带有武器，非常危险。,Anomalia é armada e perigosa.
enterbattle_backup_caption_00,Code 8! Backup required.,Code 8! Besoin de soutien.,¡Código 8! Copia de seguridad requerida.,Code 8! Backup erforderlich.,Код 8! Резервное копирование требуется.,Code 8! Backup vereist.,コード8！ バックアップが必要だ。,代号8！需要备份。,Código 8! Backup necessário.
enterbattle_backuprequested_caption_00,Code 8! backuop requested.,Code 8! Besoin de renfort.,¡Código 8! Copia de seguridad pedida.,Code 8! backuop angefordert.,Код 8! backuop просил.,Code 8! backuop gevraagd.,コード8！ バックアップを頼む。,代号8！请求备份。,Código 8! backuop solicitado.
enterbattle_entitydangerous_caption_00,Upgrade to code 8! Entity is dangerous.,"Changement de situation, Code 8! Entité Dangereuse",¡Actualiza al código 8! La entidad es peligrosa.,Upgrade zu Code 8! Entity ist gefährlich.,Обновление до 8 кода! Entity опасно.,Upgrade naar code 8! Entiteit is gevaarlijk.,コード8に昇格！ 危険なエイリアンだぞ。,升级到代号8！物体非常危险。,Actualiza para o código de 8! Entidade é perigoso.
